caption,path,taken_at
,stories/201808/7fbf85ebab096328edcefebcff3674fe.jpg,2018-08-17 13:00:18
,stories/201808/28efb5ca14a7fc6af2272a96258947c3.mp4,2018-08-19 20:26:56
,stories/201808/39f52a6be6394b6faa183ea377f03dad.mp4,2018-08-18 11:29:22
,stories/201808/b0de5101b5df12c6fbb93fc10f9b2a14.mp4,2018-08-07 14:50:37
